,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,date_year,date_month_no,date_month_name,date_day,date_dow,date_dow_name
207,2021-08-24,RELIANCE,EQ,2162.35,2165.05,2192.0,2155.6,2178.0,2183.7,2021,8,August,24,1,Tuesday
208,2021-08-25,RELIANCE,EQ,2183.7,2185.4,2220.0,2180.1,2201.0,2202.6,2021,8,August,25,2,Wednesday
209,2021-08-26,RELIANCE,EQ,2202.6,2208.0,2244.9,2205.0,2232.0,2230.45,2021,8,August,26,3,Thursday
210,2021-08-27,RELIANCE,EQ,2230.45,2237.0,2242.75,2216.05,2225.0,2227.4,2021,8,August,27,4,Friday
211,2021-08-30,RELIANCE,EQ,2227.4,2250.0,2275.85,2236.8,2273.75,2270.25,2021,8,August,30,0,Monday
212,2021-08-31,RELIANCE,EQ,2270.25,2276.9,2283.75,2242.25,2257.0,2258.15,2021,8,August,31,1,Tuesday
213,2021-09-01,RELIANCE,EQ,2258.15,2273.0,2292.9,2263.0,2266.0,2267.1,2021,9,September,1,2,Wednesday
214,2021-09-02,RELIANCE,EQ,2267.1,2255.0,2307.8,2255.0,2293.0,2294.4,2021,9,September,2,3,Thursday
215,2021-09-03,RELIANCE,EQ,2294.4,2310.0,2395.0,2302.5,2389.65,2388.5,2021,9,September,3,4,Friday
216,2021-09-06,RELIANCE,EQ,2388.5,2413.0,2480.0,2412.0,2429.0,2425.6,2021,9,September,6,0,Monday
217,2021-09-07,RELIANCE,EQ,2425.6,2430.0,2458.0,2412.0,2439.0,2440.9,2021,9,September,7,1,Tuesday
218,2021-09-08,RELIANCE,EQ,2440.9,2452.0,2454.0,2406.65,2430.0,2431.35,2021,9,September,8,2,Wednesday
219,2021-09-09,RELIANCE,EQ,2431.35,2427.9,2437.85,2416.1,2424.1,2425.6,2021,9,September,9,3,Thursday
220,2021-09-13,RELIANCE,EQ,2425.6,2433.0,2433.0,2368.05,2369.8,2371.55,2021,9,September,13,0,Monday
221,2021-09-14,RELIANCE,EQ,2371.55,2375.0,2394.0,2366.0,2370.5,2368.45,2021,9,September,14,1,Tuesday
222,2021-09-15,RELIANCE,EQ,2368.45,2368.5,2395.75,2368.5,2379.4,2378.3,2021,9,September,15,2,Wednesday
223,2021-09-16,RELIANCE,EQ,2378.3,2381.55,2436.75,2367.0,2424.0,2428.2,2021,9,September,16,3,Thursday
224,2021-09-17,RELIANCE,EQ,2428.2,2446.0,2455.85,2375.6,2387.0,2390.55,2021,9,September,17,4,Friday
225,2021-09-20,RELIANCE,EQ,2390.55,2372.1,2418.35,2370.0,2391.85,2394.35,2021,9,September,20,0,Monday
226,2021-09-21,RELIANCE,EQ,2394.35,2405.0,2416.6,2384.0,2400.0,2404.7,2021,9,September,21,1,Tuesday
227,2021-09-22,RELIANCE,EQ,2404.7,2408.0,2442.0,2398.25,2430.8,2430.5,2021,9,September,22,2,Wednesday
228,2021-09-23,RELIANCE,EQ,2430.5,2447.4,2497.0,2445.5,2488.1,2489.9,2021,9,September,23,3,Thursday
229,2021-09-24,RELIANCE,EQ,2489.9,2503.55,2505.45,2472.0,2479.0,2482.7,2021,9,September,24,4,Friday
230,2021-09-27,RELIANCE,EQ,2482.7,2487.0,2529.9,2475.3,2527.0,2524.45,2021,9,September,27,0,Monday
231,2021-09-28,RELIANCE,EQ,2524.45,2534.0,2564.9,2512.8,2545.0,2548.05,2021,9,September,28,1,Tuesday
232,2021-09-29,RELIANCE,EQ,2548.05,2570.0,2570.0,2520.05,2530.0,2527.85,2021,9,September,29,2,Wednesday
233,2021-09-30,RELIANCE,EQ,2527.85,2525.0,2534.6,2500.35,2511.0,2519.25,2021,9,September,30,3,Thursday
234,2021-10-01,RELIANCE,EQ,2519.25,2501.95,2539.8,2495.0,2525.0,2523.7,2021,10,October,1,4,Friday
235,2021-10-04,RELIANCE,EQ,2523.7,2553.0,2574.85,2537.05,2558.0,2556.15,2021,10,October,4,0,Monday
236,2021-10-05,RELIANCE,EQ,2556.15,2555.1,2612.0,2547.35,2610.25,2609.2,2021,10,October,5,1,Tuesday
237,2021-10-06,RELIANCE,EQ,2609.2,2619.95,2619.95,2551.1,2554.0,2559.85,2021,10,October,6,2,Wednesday
238,2021-10-07,RELIANCE,EQ,2559.85,2595.0,2598.75,2567.7,2572.0,2572.4,2021,10,October,7,3,Thursday
239,2021-10-08,RELIANCE,EQ,2572.4,2585.25,2684.4,2581.5,2669.2,2671.25,2021,10,October,8,4,Friday
240,2021-10-11,RELIANCE,EQ,2671.25,2701.4,2720.0,2645.35,2655.0,2652.65,2021,10,October,11,0,Monday
241,2021-10-12,RELIANCE,EQ,2652.65,2645.0,2683.0,2641.25,2668.0,2667.8,2021,10,October,12,1,Tuesday
242,2021-10-13,RELIANCE,EQ,2667.8,2679.0,2719.5,2669.3,2698.0,2694.95,2021,10,October,13,2,Wednesday
243,2021-10-14,RELIANCE,EQ,2694.95,2700.35,2717.45,2687.2,2701.0,2700.4,2021,10,October,14,3,Thursday
244,2021-10-18,RELIANCE,EQ,2700.4,2668.6,2745.0,2662.3,2707.8,2707.6,2021,10,October,18,0,Monday
245,2021-10-19,RELIANCE,EQ,2707.6,2723.8,2751.35,2708.0,2730.8,2731.85,2021,10,October,19,1,Tuesday
246,2021-10-20,RELIANCE,EQ,2731.85,2742.75,2742.75,2691.5,2703.5,2700.4,2021,10,October,20,2,Wednesday
247,2021-10-21,RELIANCE,EQ,2700.4,2727.4,2728.0,2603.2,2635.0,2622.5,2021,10,October,21,3,Thursday
248,2021-10-22,RELIANCE,EQ,2622.5,2620.0,2664.9,2611.5,2625.75,2627.4,2021,10,October,22,4,Friday
249,2021-10-25,RELIANCE,EQ,2627.4,2680.0,2680.0,2570.0,2607.0,2601.8,2021,10,October,25,0,Monday
250,2021-10-26,RELIANCE,EQ,2601.8,2617.1,2668.9,2603.15,2666.3,2661.05,2021,10,October,26,1,Tuesday
251,2021-10-27,RELIANCE,EQ,2661.05,2652.0,2676.8,2619.95,2622.3,2627.4,2021,10,October,27,2,Wednesday
252,2021-10-28,RELIANCE,EQ,2627.4,2620.0,2637.95,2590.5,2598.0,2598.6,2021,10,October,28,3,Thursday
253,2021-10-29,RELIANCE,EQ,2598.6,2596.15,2596.15,2501.7,2540.0,2536.25,2021,10,October,29,4,Friday
254,2021-11-01,RELIANCE,EQ,2536.25,2536.25,2556.0,2494.1,2538.1,2537.8,2021,11,November,1,0,Monday
255,2021-11-02,RELIANCE,EQ,2537.8,2545.0,2548.0,2495.25,2503.05,2500.8,2021,11,November,2,1,Tuesday
256,2021-11-03,RELIANCE,EQ,2500.8,2506.05,2520.0,2461.0,2483.0,2483.6,2021,11,November,3,2,Wednesday
257,2021-11-04,RELIANCE,EQ,2483.6,2492.95,2504.9,2490.0,2503.0,2498.85,2021,11,November,4,3,Thursday
258,2021-11-08,RELIANCE,EQ,2498.85,2519.4,2520.0,2456.4,2502.9,2501.95,2021,11,November,8,0,Monday
259,2021-11-09,RELIANCE,EQ,2501.95,2505.0,2528.9,2487.05,2528.6,2521.7,2021,11,November,9,1,Tuesday
260,2021-11-10,RELIANCE,EQ,2521.7,2516.7,2558.0,2503.65,2546.45,2549.9,2021,11,November,10,2,Wednesday
261,2021-11-11,RELIANCE,EQ,2549.9,2540.05,2570.5,2535.55,2556.0,2554.55,2021,11,November,11,3,Thursday
262,2021-11-12,RELIANCE,EQ,2554.55,2562.9,2598.75,2557.0,2588.0,2593.1,2021,11,November,12,4,Friday
263,2021-11-15,RELIANCE,EQ,2593.1,2600.0,2602.2,2570.0,2574.5,2577.8,2021,11,November,15,0,Monday
264,2021-11-16,RELIANCE,EQ,2577.8,2572.05,2575.0,2495.0,2497.25,2517.9,2021,11,November,16,1,Tuesday
265,2021-11-17,RELIANCE,EQ,2517.9,2498.95,2498.95,2461.0,2462.8,2464.0,2021,11,November,17,2,Wednesday
266,2021-11-18,RELIANCE,EQ,2464.0,2460.0,2489.0,2450.05,2473.0,2473.3,2021,11,November,18,3,Thursday
267,2021-11-22,RELIANCE,EQ,2473.3,2436.1,2449.0,2351.0,2365.65,2363.75,2021,11,November,22,0,Monday
268,2021-11-23,RELIANCE,EQ,2363.75,2333.05,2401.25,2309.0,2389.95,2385.85,2021,11,November,23,1,Tuesday
269,2021-11-24,RELIANCE,EQ,2385.85,2380.0,2409.9,2343.55,2343.55,2351.4,2021,11,November,24,2,Wednesday
270,2021-11-25,RELIANCE,EQ,2351.4,2373.0,2502.0,2357.15,2501.0,2492.95,2021,11,November,25,3,Thursday
271,2021-11-26,RELIANCE,EQ,2492.95,2467.8,2477.6,2401.5,2405.1,2412.6,2021,11,November,26,4,Friday
272,2021-11-29,RELIANCE,EQ,2412.6,2439.1,2500.0,2399.1,2437.7,2441.5,2021,11,November,29,0,Monday
273,2021-11-30,RELIANCE,EQ,2441.5,2468.0,2475.9,2388.85,2401.2,2405.4,2021,11,November,30,1,Tuesday
274,2021-12-01,RELIANCE,EQ,2405.4,2433.0,2474.0,2425.1,2467.75,2467.0,2021,12,December,1,2,Wednesday
275,2021-12-02,RELIANCE,EQ,2467.0,2469.7,2496.2,2461.6,2481.95,2482.85,2021,12,December,2,3,Thursday
276,2021-12-03,RELIANCE,EQ,2482.85,2498.4,2498.5,2400.0,2413.15,2408.25,2021,12,December,3,4,Friday
277,2021-12-06,RELIANCE,EQ,2408.25,2416.0,2425.0,2357.15,2365.95,2362.6,2021,12,December,6,0,Monday
278,2021-12-07,RELIANCE,EQ,2362.6,2376.15,2404.0,2360.0,2382.0,2381.85,2021,12,December,7,1,Tuesday
279,2021-12-08,RELIANCE,EQ,2381.85,2424.1,2431.8,2406.3,2420.95,2418.1,2021,12,December,8,2,Wednesday
280,2021-12-09,RELIANCE,EQ,2418.1,2435.0,2474.9,2425.0,2453.0,2456.45,2021,12,December,9,3,Thursday
281,2021-12-10,RELIANCE,EQ,2456.45,2440.25,2466.0,2430.35,2457.25,2458.95,2021,12,December,10,4,Friday
282,2021-12-13,RELIANCE,EQ,2458.95,2473.5,2474.1,2404.0,2411.45,2409.65,2021,12,December,13,0,Monday
283,2021-12-14,RELIANCE,EQ,2409.65,2380.0,2406.0,2373.4,2382.5,2380.15,2021,12,December,14,1,Tuesday
284,2021-12-15,RELIANCE,EQ,2380.15,2384.0,2405.0,2361.1,2369.9,2373.2,2021,12,December,15,2,Wednesday
285,2021-12-16,RELIANCE,EQ,2373.2,2405.7,2415.5,2368.65,2413.95,2403.9,2021,12,December,16,3,Thursday
286,2021-12-17,RELIANCE,EQ,2403.9,2398.05,2408.0,2320.0,2343.4,2340.45,2021,12,December,17,4,Friday
287,2021-12-20,RELIANCE,EQ,2340.45,2317.85,2317.85,2247.1,2276.8,2277.35,2021,12,December,20,0,Monday
288,2021-12-21,RELIANCE,EQ,2277.35,2311.35,2346.0,2292.2,2313.0,2311.25,2021,12,December,21,1,Tuesday
289,2021-12-22,RELIANCE,EQ,2311.25,2324.9,2371.9,2322.0,2365.0,2366.1,2021,12,December,22,2,Wednesday
290,2021-12-23,RELIANCE,EQ,2366.1,2374.0,2380.0,2358.05,2365.0,2365.25,2021,12,December,23,3,Thursday
291,2021-12-24,RELIANCE,EQ,2365.25,2370.0,2392.0,2337.55,2367.15,2372.8,2021,12,December,24,4,Friday
292,2021-12-27,RELIANCE,EQ,2372.8,2361.55,2378.0,2348.1,2371.0,2370.25,2021,12,December,27,0,Monday
293,2021-12-28,RELIANCE,EQ,2370.25,2375.6,2404.85,2373.05,2404.0,2398.4,2021,12,December,28,1,Tuesday
294,2021-12-29,RELIANCE,EQ,2398.4,2391.0,2419.0,2382.1,2398.0,2402.5,2021,12,December,29,2,Wednesday
295,2021-12-30,RELIANCE,EQ,2402.5,2400.0,2404.95,2345.6,2364.0,2359.1,2021,12,December,30,3,Thursday
296,2021-12-31,RELIANCE,EQ,2359.1,2373.0,2383.9,2360.0,2368.5,2368.15,2021,12,December,31,4,Friday
297,2022-01-03,RELIANCE,EQ,2368.15,2365.0,2407.95,2363.55,2407.95,2403.85,2022,1,January,3,0,Monday
298,2022-01-04,RELIANCE,EQ,2403.85,2415.9,2461.0,2404.0,2460.0,2458.1,2022,1,January,4,1,Tuesday
299,2022-01-05,RELIANCE,EQ,2458.1,2462.0,2477.0,2432.95,2461.85,2469.6,2022,1,January,5,2,Wednesday
300,2022-01-06,RELIANCE,EQ,2469.6,2451.2,2454.0,2409.0,2419.15,2416.5,2022,1,January,6,3,Thursday
301,2022-01-07,RELIANCE,EQ,2416.5,2430.95,2458.05,2411.55,2439.9,2436.0,2022,1,January,7,4,Friday
302,2022-01-10,RELIANCE,EQ,2436.0,2452.0,2457.0,2416.05,2440.2,2438.0,2022,1,January,10,0,Monday
303,2022-01-11,RELIANCE,EQ,2438.0,2436.0,2474.95,2435.0,2455.8,2455.55,2022,1,January,11,1,Tuesday
304,2022-01-12,RELIANCE,EQ,2455.55,2471.3,2524.95,2465.0,2518.0,2521.1,2022,1,January,12,2,Wednesday
305,2022-01-13,RELIANCE,EQ,2521.1,2521.25,2541.0,2508.4,2536.25,2535.3,2022,1,January,13,3,Thursday
306,2022-01-14,RELIANCE,EQ,2535.3,2535.0,2567.3,2525.85,2537.0,2539.0,2022,1,January,14,4,Friday
307,2022-01-17,RELIANCE,EQ,2539.0,2538.0,2565.0,2537.0,2553.0,2552.25,2022,1,January,17,0,Monday
308,2022-01-18,RELIANCE,EQ,2552.25,2554.75,2562.35,2515.75,2523.0,2521.8,2022,1,January,18,1,Tuesday
309,2022-01-19,RELIANCE,EQ,2521.8,2530.0,2542.0,2509.0,2521.4,2521.6,2022,1,January,19,2,Wednesday
310,2022-01-20,RELIANCE,EQ,2521.6,2500.05,2509.95,2455.0,2482.1,2477.45,2022,1,January,20,3,Thursday
311,2022-01-21,RELIANCE,EQ,2477.45,2452.0,2502.25,2452.0,2476.05,2477.85,2022,1,January,21,4,Friday
312,2022-01-24,RELIANCE,EQ,2477.85,2475.0,2504.75,2355.1,2379.9,2377.9,2022,1,January,24,0,Monday
313,2022-01-25,RELIANCE,EQ,2377.9,2349.55,2388.65,2305.0,2368.1,2373.25,2022,1,January,25,1,Tuesday
314,2022-01-27,RELIANCE,EQ,2373.25,2336.0,2356.1,2311.05,2347.0,2338.1,2022,1,January,27,3,Thursday
315,2022-01-28,RELIANCE,EQ,2338.1,2365.0,2375.9,2328.4,2336.0,2335.85,2022,1,January,28,4,Friday
316,2022-01-31,RELIANCE,EQ,2335.85,2360.2,2406.4,2356.2,2384.05,2386.6,2022,1,January,31,0,Monday
317,2022-02-01,RELIANCE,EQ,2386.6,2408.0,2420.6,2347.1,2382.8,2378.7,2022,2,February,1,1,Tuesday
318,2022-02-02,RELIANCE,EQ,2378.7,2407.0,2407.0,2375.1,2385.0,2383.55,2022,2,February,2,2,Wednesday
319,2022-02-03,RELIANCE,EQ,2383.55,2392.0,2401.45,2347.2,2348.45,2352.75,2022,2,February,3,3,Thursday
320,2022-02-04,RELIANCE,EQ,2352.75,2341.0,2348.45,2321.1,2330.5,2331.3,2022,2,February,4,4,Friday
321,2022-02-07,RELIANCE,EQ,2331.3,2342.0,2356.8,2305.0,2319.4,2317.1,2022,2,February,7,0,Monday
322,2022-02-08,RELIANCE,EQ,2317.1,2330.65,2360.0,2310.0,2357.5,2356.05,2022,2,February,8,1,Tuesday
323,2022-02-09,RELIANCE,EQ,2356.05,2371.15,2387.2,2358.0,2384.0,2383.5,2022,2,February,9,2,Wednesday
324,2022-02-10,RELIANCE,EQ,2383.5,2395.7,2395.7,2365.1,2376.95,2381.05,2022,2,February,10,3,Thursday
325,2022-02-11,RELIANCE,EQ,2381.05,2373.25,2384.5,2344.1,2372.55,2376.4,2022,2,February,11,4,Friday
326,2022-02-14,RELIANCE,EQ,2376.4,2340.25,2354.95,2313.0,2332.0,2338.55,2022,2,February,14,0,Monday
327,2022-02-15,RELIANCE,EQ,2338.55,2351.2,2423.9,2335.7,2415.1,2417.95,2022,2,February,15,1,Tuesday
328,2022-02-16,RELIANCE,EQ,2417.95,2430.0,2433.0,2395.95,2407.65,2412.95,2022,2,February,16,2,Wednesday
329,2022-02-17,RELIANCE,EQ,2412.95,2420.1,2454.9,2410.0,2441.0,2443.5,2022,2,February,17,3,Thursday
330,2022-02-18,RELIANCE,EQ,2443.5,2444.4,2456.4,2420.15,2427.3,2424.4,2022,2,February,18,4,Friday
331,2022-02-21,RELIANCE,EQ,2424.4,2412.0,2437.5,2384.6,2399.6,2399.9,2022,2,February,21,0,Monday
332,2022-02-22,RELIANCE,EQ,2399.9,2352.9,2395.9,2347.15,2389.75,2389.0,2022,2,February,22,1,Tuesday
333,2022-02-23,RELIANCE,EQ,2389.0,2401.1,2406.55,2368.0,2371.25,2374.05,2022,2,February,23,2,Wednesday
334,2022-02-24,RELIANCE,EQ,2374.05,2305.0,2339.9,2243.4,2250.0,2255.75,2022,2,February,24,3,Thursday
335,2022-02-25,RELIANCE,EQ,2255.75,2280.1,2307.95,2276.25,2283.0,2283.95,2022,2,February,25,4,Friday
336,2022-02-28,RELIANCE,EQ,2283.95,2243.0,2367.35,2243.0,2355.0,2359.55,2022,2,February,28,0,Monday
337,2022-03-02,RELIANCE,EQ,2359.55,2334.45,2401.0,2329.2,2399.25,2398.55,2022,3,March,2,2,Wednesday
338,2022-03-03,RELIANCE,EQ,2398.55,2400.0,2414.85,2370.05,2382.0,2378.3,2022,3,March,3,3,Thursday
339,2022-03-04,RELIANCE,EQ,2378.3,2353.0,2364.3,2320.35,2327.95,2325.55,2022,3,March,4,4,Friday
