Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2020-12-15,RELIANCE,EQ,1991.3,1989.7,1989.7,1961.1,1973.6,1974.35,1973.54,8561406,1689627350860000.0,240918,3108604,0.36310000000000003
2020-12-16,RELIANCE,EQ,1974.35,1988.0,1994.95,1965.7,1977.55,1976.55,1977.57,8565904,1693966087095000.0,233001,3281219,0.38310000000000005
2020-12-17,RELIANCE,EQ,1976.55,1984.5,2005.0,1977.15,1985.5,1985.6,1989.37,9346460,1859355323680000.0,280068,3368996,0.3605
2020-12-18,RELIANCE,EQ,1985.6,1980.1,2004.9,1965.0,1998.1,1991.55,1981.58,8522215,1688743356945000.0,226069,3412555,0.4004
2020-12-21,RELIANCE,EQ,1991.55,2010.0,2022.0,1855.25,1935.0,1939.7,1976.82,20368545,4026489944800000.0,514099,5751990,0.2824
2020-12-22,RELIANCE,EQ,1939.7,1949.0,1958.9,1888.45,1935.0,1936.7,1921.8,12986606,2495765477030000.0,374827,3386829,0.2608
2020-12-23,RELIANCE,EQ,1936.7,1930.0,1951.45,1920.65,1947.0,1943.85,1938.16,8999898,1744323140330000.0,282444,3128219,0.34759999999999996
2020-12-24,RELIANCE,EQ,1943.85,1947.0,1998.8,1945.9,1992.95,1994.15,1976.2,9588577,1894896289570000.0,250116,2141157,0.2233
2020-12-28,RELIANCE,EQ,1994.15,2006.7,2018.0,1995.3,2002.0,2003.3,2006.71,7947719,1594877162010000.0,214898,1821777,0.22920000000000001
2020-12-29,RELIANCE,EQ,2003.3,2009.0,2012.3,1982.55,1987.0,1990.05,1992.97,8589407,1711841632630000.0,242433,3009732,0.3504
2020-12-30,RELIANCE,EQ,1990.05,1995.25,2007.2,1975.55,1994.35,1995.5,1991.6,10173132,2026078699834999.8,234486,3159950,0.3106
2020-12-31,RELIANCE,EQ,1995.5,1993.5,2011.9,1978.6,1981.8,1985.3,1995.67,8667516,1729750492130000.0,226094,2538214,0.2928
2021-01-01,RELIANCE,EQ,1985.3,1988.0,1997.0,1982.0,1988.0,1987.5,1989.5,4622002,919548029200000.0,139680,1013314,0.21920000000000003
2021-01-04,RELIANCE,EQ,1987.5,1995.1,1998.9,1968.0,1990.25,1990.85,1982.61,11312992,2242922785670000.0,316871,3869604,0.342
2021-01-05,RELIANCE,EQ,1990.85,1969.0,1983.6,1956.0,1965.0,1966.1,1968.87,11132803,2191901906284999.8,300233,5208047,0.4678
2021-01-06,RELIANCE,EQ,1966.1,1965.9,1966.0,1905.15,1915.5,1914.25,1928.17,21414270,4129036815315000.0,659284,9038101,0.42210000000000003
2021-01-07,RELIANCE,EQ,1914.25,1920.5,1945.0,1905.15,1912.8,1911.15,1919.86,14918406,2864126332110000.0,454695,6452659,0.4325
2021-01-08,RELIANCE,EQ,1911.15,1918.0,1938.4,1912.1,1934.0,1933.7,1923.06,12709792,2444175175265000.0,270966,5303550,0.4173
2021-01-11,RELIANCE,EQ,1933.7,1938.8,1938.8,1892.5,1899.0,1897.25,1910.26,15371556,2936370901300000.0,479137,7697815,0.5008
2021-01-12,RELIANCE,EQ,1897.25,1903.0,1960.0,1899.9,1955.5,1957.05,1935.51,18996047,3676698857555000.5,417387,8987850,0.4731
2021-01-13,RELIANCE,EQ,1957.05,1963.55,1974.95,1918.45,1936.0,1938.8,1948.25,12284876,2393403444775000.0,304901,4368602,0.3556
2021-01-14,RELIANCE,EQ,1938.8,1945.0,1966.9,1939.05,1958.1,1960.6,1957.17,9946818,1946765141234999.8,287671,5225648,0.5254
2021-01-15,RELIANCE,EQ,1960.6,1960.6,1973.8,1920.05,1937.9,1937.45,1952.72,9503790,1855820498820000.0,264152,3947767,0.4154
2021-01-18,RELIANCE,EQ,1937.45,1949.1,1997.0,1923.35,1972.8,1983.95,1967.71,16198856,3187468656455000.0,399642,6014603,0.3713
2021-01-19,RELIANCE,EQ,1983.95,1994.65,2031.0,1994.65,2015.0,2016.4,2018.21,14771048,2981111271620000.0,411707,6055057,0.40990000000000004
2021-01-20,RELIANCE,EQ,2016.4,2021.4,2058.0,2001.4,2053.0,2054.7,2036.58,14271669,2906533731585000.0,456106,6676332,0.4678
2021-01-21,RELIANCE,EQ,2054.7,2082.0,2120.0,2075.0,2107.0,2099.4,2102.61,18038987,3792896193460000.0,483168,6386636,0.354
2021-01-22,RELIANCE,EQ,2099.4,2111.0,2115.35,2035.15,2047.95,2049.6,2070.96,14090818,2918158256545000.0,388593,3512524,0.2493
2021-01-25,RELIANCE,EQ,2049.6,2034.95,2034.95,1932.0,1935.15,1941.0,1966.36,25016570,4919160245610000.0,723194,9041658,0.3614
2021-01-27,RELIANCE,EQ,1941.0,1925.0,1925.0,1888.0,1890.0,1895.0,1904.59,19553809,3724198044840000.0,637355,9587173,0.4903
2021-01-28,RELIANCE,EQ,1895.0,1880.15,1923.3,1870.0,1876.35,1876.55,1895.32,15722291,2979880609370000.0,446576,4697008,0.2987
2021-01-29,RELIANCE,EQ,1876.55,1894.3,1913.1,1830.0,1844.95,1841.95,1871.72,20173258,3775861233150000.0,472678,9106845,0.4514
2021-02-01,RELIANCE,EQ,1841.95,1859.4,1905.0,1848.0,1898.15,1895.3,1874.03,15774504,2956182067120000.0,370120,7864911,0.4986
2021-02-02,RELIANCE,EQ,1895.3,1914.25,1940.0,1854.95,1936.0,1925.8,1889.81,19138414,3616805285090000.0,561567,7369471,0.3851
2021-02-03,RELIANCE,EQ,1925.8,1928.3,1952.0,1900.0,1928.5,1930.65,1931.87,13984228,2701567344265000.0,345625,4832689,0.3456
2021-02-04,RELIANCE,EQ,1930.65,1924.0,1940.0,1905.0,1921.5,1924.3,1923.71,11826848,2275138175425000.0,332784,5411559,0.4576
2021-02-05,RELIANCE,EQ,1924.3,1930.05,1944.65,1920.0,1924.3,1923.75,1929.36,9344470,1802888326750000.0,263144,3564531,0.3815
2021-02-08,RELIANCE,EQ,1923.75,1933.05,1969.0,1929.05,1951.4,1951.45,1954.84,9776136,1911081669480000.0,287247,3553415,0.36350000000000005
2021-02-09,RELIANCE,EQ,1951.45,1961.95,1989.6,1952.3,1954.5,1956.15,1974.29,9047308,1786199411930000.0,254384,3417112,0.37770000000000004
2021-02-10,RELIANCE,EQ,1956.15,1953.75,1984.75,1927.3,1980.35,1974.3,1955.63,9799560,1916429238625000.0,288994,3630351,0.3705
2021-02-11,RELIANCE,EQ,1974.3,1980.0,2064.2,1972.25,2061.8,2055.7,2028.11,19631870,3981559403025000.0,546129,5981796,0.30469999999999997
2021-02-12,RELIANCE,EQ,2055.7,2055.5,2078.0,2015.4,2040.0,2041.6,2049.91,14074374,2885116393235000.0,369938,2446469,0.17379999999999998
2021-02-15,RELIANCE,EQ,2041.6,2048.05,2061.3,2025.0,2034.0,2032.6,2043.13,7287590,1488950230825000.0,222500,1339156,0.1838
2021-02-16,RELIANCE,EQ,2032.6,2039.75,2079.4,2035.0,2058.5,2059.5,2061.23,9886093,2037753733650000.0,274329,2429172,0.2457
2021-02-17,RELIANCE,EQ,2059.5,2060.0,2095.95,2050.6,2079.2,2083.25,2076.99,10957388,2275842334625000.0,257784,2784713,0.2541
2021-02-18,RELIANCE,EQ,2083.25,2085.0,2108.4,2059.1,2063.5,2067.7,2085.18,8605531,1794404524105000.0,228157,2460456,0.2859
2021-02-19,RELIANCE,EQ,2067.7,2057.0,2104.95,2053.3,2080.0,2080.3,2088.14,10800704,2255335663100000.0,279181,3029362,0.2805
2021-02-22,RELIANCE,EQ,2080.3,2080.0,2089.9,1994.95,1999.1,2008.1,2036.88,10985697,2237659986225000.0,309112,4112030,0.3743
2021-02-23,RELIANCE,EQ,2008.1,2048.0,2052.9,2013.6,2026.15,2023.45,2034.5,11834752,2407779576925000.0,275466,4422097,0.3737
2021-02-24,RELIANCE,EQ,2023.45,2030.0,2065.25,2026.15,2060.55,2061.0,2048.89,4987735,1021933013275000.0,135224,1950596,0.3911
2021-02-25,RELIANCE,EQ,2061.0,2076.0,2152.0,2073.0,2147.0,2144.35,2120.59,16085897,3411157508770000.0,452535,5714928,0.3553
2021-02-26,RELIANCE,EQ,2144.35,2117.0,2133.9,2070.7,2079.5,2085.8,2096.69,17297575,3626760192910000.0,489066,7330239,0.4238
2021-03-01,RELIANCE,EQ,2085.8,2110.2,2112.0,2062.5,2103.0,2101.7,2092.87,8159670,1707710115320000.0,266082,2970300,0.364
2021-03-02,RELIANCE,EQ,2101.7,2122.0,2130.0,2089.1,2108.0,2106.0,2107.78,7915073,1668325035850000.0,244565,2910860,0.3678
2021-03-03,RELIANCE,EQ,2106.0,2121.05,2219.9,2107.2,2207.1,2202.1,2161.54,14733134,3184621337025000.0,326092,6380700,0.43310000000000004
2021-03-04,RELIANCE,EQ,2202.1,2180.0,2189.95,2157.7,2174.0,2175.85,2175.57,9892597,2152207032090000.2,259806,3808559,0.385
2021-03-05,RELIANCE,EQ,2175.85,2156.0,2211.95,2153.05,2174.55,2178.7,2184.35,11773630,2571768512945000.0,312784,3896896,0.331
2021-03-08,RELIANCE,EQ,2178.7,2168.5,2231.9,2168.0,2193.0,2191.1,2205.66,9002404,1985624455330000.0,300037,2389286,0.26539999999999997
2021-03-09,RELIANCE,EQ,2191.1,2200.0,2213.8,2146.6,2190.55,2191.05,2181.47,6993792,1525673621560000.0,227932,2047400,0.2927
2021-03-10,RELIANCE,EQ,2191.05,2207.0,2215.1,2170.25,2179.4,2181.95,2187.67,5316182,1163007490215000.0,163700,1461484,0.2749
2021-03-12,RELIANCE,EQ,2181.95,2195.0,2206.4,2123.9,2136.9,2137.6,2160.6,7783173,1681634589925000.0,244889,2820317,0.3624
2021-03-15,RELIANCE,EQ,2137.6,2140.05,2148.9,2080.5,2105.0,2108.9,2103.37,7706302,1620919017560000.0,268696,3083696,0.40020000000000006
2021-03-16,RELIANCE,EQ,2108.9,2114.0,2126.0,2095.5,2100.75,2100.6,2107.19,6402757,1349184140475000.0,235823,2426737,0.379
2021-03-17,RELIANCE,EQ,2100.6,2098.05,2103.0,2035.1,2054.5,2055.35,2065.89,8865521,1831523317130000.0,241456,4179353,0.47140000000000004
2021-03-18,RELIANCE,EQ,2055.35,2072.9,2084.8,2001.0,2010.0,2009.1,2038.79,9528809,1942723115025000.0,295771,4198315,0.44060000000000005
2021-03-19,RELIANCE,EQ,2009.1,1991.0,2095.85,1982.8,2078.1,2082.0,2047.5,19284892,3948584025400000.0,431829,9334589,0.484
2021-03-22,RELIANCE,EQ,2082.0,2071.0,2074.0,2033.2,2061.0,2062.4,2050.93,8571196,1757896066630000.0,234534,2866751,0.3345
2021-03-23,RELIANCE,EQ,2062.4,2061.95,2109.7,2056.0,2079.9,2087.5,2086.63,8039865,1677618863465000.0,220527,2152080,0.2677
2021-03-24,RELIANCE,EQ,2087.5,2079.75,2079.75,2040.4,2048.55,2047.3,2055.87,7763726,1596121134555000.0,222445,2970460,0.3826
2021-03-25,RELIANCE,EQ,2047.3,2054.0,2054.0,1985.0,1993.95,1991.45,2011.25,10153757,2042174379045000.0,292881,4074888,0.40130000000000005
2021-03-26,RELIANCE,EQ,1991.45,2012.0,2013.7,1973.7,1994.0,1994.65,1995.09,9313160,1858055923090000.2,296946,3226521,0.3464
2021-03-30,RELIANCE,EQ,1994.65,2008.0,2048.9,1991.55,2031.9,2029.3,2026.44,9433850,1911714942175000.0,230499,3802211,0.40299999999999997
2021-03-31,RELIANCE,EQ,2029.3,2018.0,2049.9,1999.0,2005.65,2003.1,2017.21,7499740,1512852774525000.0,193340,2904680,0.3873
2021-04-01,RELIANCE,EQ,2003.1,2018.0,2030.0,2003.15,2020.0,2021.85,2017.89,5410307,1091741193875000.0,140946,1895300,0.3503
2021-04-05,RELIANCE,EQ,2021.85,2024.95,2025.0,1962.1,1992.0,1992.6,1986.24,6864856,1363523747550000.0,246459,2208186,0.32170000000000004
2021-04-06,RELIANCE,EQ,1992.6,2004.0,2004.95,1969.0,1986.2,1984.3,1984.99,6465241,1283346959240000.0,209903,2136383,0.33039999999999997
2021-04-07,RELIANCE,EQ,1984.3,2000.0,2046.9,1993.3,2001.55,2002.85,2019.21,11198918,2261301434945000.0,286779,4098798,0.36600000000000005
2021-04-08,RELIANCE,EQ,2002.85,2011.0,2022.0,1993.0,2006.4,2005.35,2006.16,7092878,1422943168515000.0,191800,2633682,0.3713
2021-04-09,RELIANCE,EQ,2005.35,1998.45,2006.35,1980.0,1983.45,1982.05,1989.08,6478482,1288623494740000.0,234390,2807275,0.4333
2021-04-12,RELIANCE,EQ,1982.05,1959.0,1961.4,1900.25,1915.65,1911.15,1922.99,9646031,1854921283459999.8,330605,4432542,0.4595
2021-04-13,RELIANCE,EQ,1911.15,1924.0,1940.6,1917.85,1932.3,1931.8,1931.39,8958261,1730189036920000.0,206237,4960483,0.5537
2021-04-15,RELIANCE,EQ,1931.8,1926.3,1961.0,1913.0,1943.0,1944.3,1933.33,9102492,1759814886955000.0,189159,4483830,0.4926
2021-04-16,RELIANCE,EQ,1944.3,1936.6,1949.9,1926.45,1929.0,1932.1,1935.23,7225679,1398336435495000.0,206958,3583568,0.49590000000000006
2021-04-19,RELIANCE,EQ,1932.1,1904.0,1916.4,1890.0,1903.05,1901.7,1902.57,8527967,1622505956175000.0,271570,3886582,0.4557
2021-04-20,RELIANCE,EQ,1901.7,1910.5,1919.0,1890.45,1905.0,1901.15,1906.74,7939490,1513854171475000.0,202431,4616077,0.5814
2021-04-22,RELIANCE,EQ,1901.15,1892.25,1914.45,1876.7,1905.1,1906.4,1898.59,6687573,1269694826460000.0,209895,3155063,0.4718
2021-04-23,RELIANCE,EQ,1906.4,1906.0,1918.9,1895.35,1903.35,1904.35,1907.47,5459016,1041289396995000.1,171621,2589266,0.4743
2021-04-26,RELIANCE,EQ,1904.35,1920.0,1962.0,1911.5,1938.0,1937.85,1941.32,9620785,1867699462930000.0,259137,4276703,0.44450000000000006
2021-04-27,RELIANCE,EQ,1937.85,1940.0,1997.2,1938.25,1990.0,1988.65,1978.64,9226547,1825602129440000.2,291197,3772144,0.40880000000000005
2021-04-28,RELIANCE,EQ,1988.65,1997.85,2008.0,1980.15,1993.15,1997.3,1997.6,7902002,1578507608760000.0,247331,3921560,0.4963
2021-04-29,RELIANCE,EQ,1997.3,2022.9,2044.5,2007.3,2020.0,2024.05,2024.21,8035915,1626633942825000.0,213153,2834103,0.3527
2021-04-30,RELIANCE,EQ,2024.05,2008.5,2036.0,1987.55,1995.9,1994.5,2010.2,9150974,1839532117509999.8,288687,3902504,0.4265
2021-05-03,RELIANCE,EQ,1994.5,1966.0,1979.0,1943.1,1956.0,1959.05,1958.46,10909942,2136663946915000.2,343806,3800598,0.34840000000000004
2021-05-04,RELIANCE,EQ,1959.05,1950.0,1967.8,1911.0,1918.0,1916.6,1935.83,10083693,1952033040615000.2,325798,4435071,0.43979999999999997
2021-05-05,RELIANCE,EQ,1916.6,1923.35,1938.5,1908.05,1921.5,1920.1,1923.26,5719649,1100036396929999.9,190990,1762417,0.3081
2021-05-06,RELIANCE,EQ,1920.1,1921.85,1935.0,1906.6,1932.0,1931.0,1920.95,6749281,1296501970885000.0,221666,2830835,0.4194
2021-05-07,RELIANCE,EQ,1931.0,1937.75,1955.65,1926.0,1926.8,1931.75,1940.01,5671163,1100213052915000.0,188670,2418447,0.4264
2021-05-10,RELIANCE,EQ,1931.75,1939.0,1946.8,1920.95,1927.1,1926.2,1932.02,6433879,1243036110665000.0,197986,2996697,0.4658
2021-05-11,RELIANCE,EQ,1926.2,1915.0,1938.55,1910.0,1933.9,1933.15,1929.4,6220217,1200128865420000.0,175976,3035544,0.488
2021-05-12,RELIANCE,EQ,1933.15,1930.1,1932.9,1907.0,1913.05,1913.15,1915.34,6081627,1164838036200000.0,212378,2760797,0.454
2021-05-14,RELIANCE,EQ,1913.15,1928.05,1942.0,1906.0,1937.0,1937.3,1925.2,6134079,1180931172755000.0,227142,2202511,0.3591
2021-05-17,RELIANCE,EQ,1937.3,1937.3,1963.45,1930.4,1958.85,1960.35,1950.25,5479424,1068626780629999.9,164252,2006899,0.3663
2021-05-18,RELIANCE,EQ,1960.35,1981.0,2002.6,1972.5,1986.0,1987.95,1987.92,5567958,1106868225850000.0,184906,1952871,0.3507
2021-05-19,RELIANCE,EQ,1987.95,1980.0,2016.45,1972.0,1993.0,1997.05,1998.55,7530294,1504967772140000.0,198257,2310132,0.3068
2021-05-20,RELIANCE,EQ,1997.05,1997.9,2010.9,1981.0,1982.0,1985.4,1991.75,5271497,1049952748965000.0,158144,2175806,0.41270000000000007
2021-05-21,RELIANCE,EQ,1985.4,1992.0,2009.6,1986.0,1999.6,2002.55,1999.87,4977555,995444199229999.9,182141,1909912,0.3837
2021-05-24,RELIANCE,EQ,2002.55,2008.0,2009.8,1982.0,1985.05,1985.65,1994.09,3946636,786993669465000.0,130059,1599399,0.4053
2021-05-25,RELIANCE,EQ,1985.65,1996.4,1997.0,1960.0,1964.0,1963.15,1974.34,6821015,1346697607140000.0,208558,4040447,0.5924
2021-05-26,RELIANCE,EQ,1963.15,1975.0,1979.5,1965.3,1967.0,1970.05,1972.33,3452113,680870090860000.0,118469,1452399,0.4207
2021-05-27,RELIANCE,EQ,1970.05,1970.3,1993.0,1962.25,1990.0,1976.1,1977.57,12377100,2447658808035000.0,219255,7857043,0.6348
2021-05-28,RELIANCE,EQ,1976.1,1990.0,2105.0,1990.0,2094.45,2094.8,2067.42,26060864,5387879158965000.0,642384,7383808,0.2833
2021-05-31,RELIANCE,EQ,2094.8,2102.0,2191.7,2085.05,2153.5,2160.3,2154.29,27285782,5878142157865000.0,624166,7125331,0.2611
2021-06-01,RELIANCE,EQ,2160.3,2166.0,2202.0,2146.5,2164.3,2168.9,2176.52,12928379,2813889260900000.0,390299,3398513,0.2629
2021-06-02,RELIANCE,EQ,2168.9,2157.0,2209.5,2157.0,2207.0,2201.25,2178.64,11366816,2476418758475000.0,258490,5460571,0.4804
2021-06-03,RELIANCE,EQ,2201.25,2221.0,2250.0,2196.1,2208.0,2209.65,2221.49,11064116,2457887832280000.0,341728,3241763,0.29300000000000004
2021-06-04,RELIANCE,EQ,2209.65,2214.8,2216.45,2184.25,2186.9,2190.5,2197.67,6677278,1467447422595000.0,219435,2770956,0.41500000000000004
2021-06-07,RELIANCE,EQ,2190.5,2202.0,2242.0,2185.0,2225.05,2227.4,2214.78,7539326,1669795878150000.0,227808,2439654,0.3236
2021-06-08,RELIANCE,EQ,2227.4,2226.6,2227.15,2198.15,2211.5,2214.6,2213.34,4464889,988233230585000.0,147771,1548468,0.3468
2021-06-09,RELIANCE,EQ,2214.6,2219.0,2221.0,2157.95,2178.0,2175.0,2189.57,5265326,1152880333615000.0,167739,1817182,0.34509999999999996
2021-06-10,RELIANCE,EQ,2175.0,2193.4,2230.0,2177.55,2184.8,2183.0,2199.39,6532832,1436827285515000.0,215752,1927662,0.29510000000000003
2021-06-11,RELIANCE,EQ,2183.0,2182.9,2228.0,2180.1,2215.8,2213.15,2214.24,6351520,1406381759510000.0,226319,1955394,0.3079
2021-06-14,RELIANCE,EQ,2213.15,2215.0,2258.25,2195.05,2245.0,2244.9,2232.14,9383416,2094509779490000.2,284426,2698433,0.2876
2021-06-15,RELIANCE,EQ,2244.9,2261.0,2274.9,2240.3,2244.0,2250.0,2257.44,7002898,1580861110025000.0,215805,2501188,0.3572
2021-06-16,RELIANCE,EQ,2250.0,2244.9,2247.05,2205.85,2209.55,2211.6,2223.78,4982975,1108104710715000.0,163887,1901607,0.3816
2021-06-17,RELIANCE,EQ,2211.6,2200.0,2235.0,2179.9,2214.15,2215.65,2212.43,7266765,1607717656255000.0,225832,2716466,0.3738
2021-06-18,RELIANCE,EQ,2215.65,2225.5,2235.0,2184.35,2224.15,2225.65,2216.48,13553801,3004172515995000.0,221167,6806773,0.5022
2021-06-21,RELIANCE,EQ,2225.65,2203.5,2247.5,2200.15,2238.95,2237.25,2225.6,5624044,1251685229150000.0,180220,1583246,0.2815
2021-06-22,RELIANCE,EQ,2237.25,2254.0,2261.0,2219.35,2225.0,2225.75,2245.45,5940386,1333886084710000.0,180362,2507156,0.42210000000000003
2021-06-23,RELIANCE,EQ,2225.75,2250.0,2250.6,2201.7,2208.15,2205.35,2217.44,7685796,1704276222855000.0,214835,3994464,0.5197
2021-06-24,RELIANCE,EQ,2205.35,2206.85,2214.6,2140.0,2147.8,2153.5,2174.85,42209687,9179980463260000.0,755278,15742153,0.373
2021-06-25,RELIANCE,EQ,2153.5,2153.5,2153.5,2081.1,2104.5,2104.45,2106.02,25546334,5380107704015000.0,629847,9894247,0.3873
2021-06-28,RELIANCE,EQ,2104.45,2122.0,2126.5,2081.0,2089.0,2086.0,2100.31,9357852,1965437982809999.8,286857,4383331,0.46840000000000004
2021-06-29,RELIANCE,EQ,2086.0,2089.5,2109.0,2084.1,2090.0,2087.8,2091.92,12526981,2620545648280000.0,267376,6733274,0.5375
2021-06-30,RELIANCE,EQ,2087.8,2096.25,2122.65,2091.05,2112.0,2110.65,2107.86,9120556,1922488142509999.8,251722,4591548,0.5034000000000001
2021-07-01,RELIANCE,EQ,2110.65,2118.0,2123.15,2095.0,2101.5,2097.95,2109.37,5784627,1220190789330000.0,196897,2924644,0.5056
2021-07-02,RELIANCE,EQ,2097.95,2097.0,2132.9,2092.95,2131.55,2129.05,2120.31,6500973,1378407472620000.0,187794,3363482,0.5174000000000001
2021-07-05,RELIANCE,EQ,2129.05,2136.45,2153.55,2131.5,2150.0,2150.2,2145.57,5400604,1158734889660000.0,175055,3073627,0.5690999999999999
2021-07-06,RELIANCE,EQ,2150.2,2144.95,2148.9,2120.2,2127.85,2124.8,2136.74,4647361,993022431145000.1,125408,2476450,0.5329
